date,floors,bedrooms,sqft_living,sqft_lot,sqft_basement,yr_built,condition ,grade,price
140710,2,2,1320,826,220,2008,0.5,0.583333333,342500
140701,1,1,590,833,0,1926,0.75,0.5,202000
150403,3,2,1180,834,0,2009,0.5,0.583333333,325000
150309,1.5,3,1220,835,0,1950,0.75,0.416666667,415000
140527,2,2,1280,835,200,2009,0.5,0.5,370000
140527,2,2,1180,844,190,2005,0.5,0.5,345000
140522,2,3,998,844,200,2007,0.5,0.5,320000
140611,2,2,982,846,176,2006,0.5,0.583333333,250000
150421,3,2,1090,847,0,2009,0.5,0.583333333,319000
140724,2,2,770,850,0,2006,0.5,0.5,290000
150218,3,2,1510,851,90,2013,0.5,0.583333333,622500
150328,2,2,980,853,160,2009,0.5,0.5,378000
141118,3,3,1490,857,270,2001,0.5,0.583333333,580000
140903,2,3,1458,858,508,2014,0.5,0.583333333,620000
150330,3,2,840,863,0,2008,0.5,0.583333333,291000
141101,3,3,1250,864,0,2004,0.5,0.583333333,353000
150128,2,2,1400,865,290,2005,0.5,0.583333333,358500
150424,2,3,1270,865,190,2008,0.5,0.5,290750
150413,3,2,950,865,0,2006,0.5,0.583333333,396000
140522,2,2,840,867,0,2005,0.5,0.5,270000
140605,3,3,1463,868,0,2003,0.5,0.5,390000
140818,3,3,1250,871,0,2007,0.5,0.583333333,344000
150320,3,3,1340,873,0,2009,0.5,0.583333333,303000
150430,3,3,1470,873,0,2009,0.5,0.75,687015
150115,3,3,1350,874,80,2006,0.5,0.583333333,389000
140716,3,3,1350,874,80,2006,0.5,0.583333333,389500
150219,3,3,1230,875,0,2013,0.5,0.583333333,550000
140820,2,3,1300,877,240,2008,0.5,0.5,417000
141119,3,2,1070,877,0,2005,0.5,0.583333333,382000
141117,3,3,1120,881,0,1999,0.5,0.583333333,265000
140522,3,3,1360,885,0,2008,0.5,0.583333333,359000
150423,3,3,1290,886,0,2004,0.5,0.5,310000
140808,3,3,1350,886,80,2006,0.5,0.583333333,377500
140625,3,3,1150,887,0,2007,0.5,0.5,288000
140520,3,3,1260,889,0,2008,0.5,0.583333333,479000
150312,2,3,1020,889,300,2009,0.5,0.5,280000
140724,2,2,1380,889,240,2012,0.5,0.5,294000
140728,2,3,1200,890,170,2008,0.5,0.583333333,464950
140513,2,3,1250,892,210,2010,0.5,0.583333333,450000
141030,2,2,840,892,0,2006,0.5,0.5,306500
150331,3,3,1260,895,100,2009,0.5,0.5,305000
140512,2,2,980,895,310,2009,0.5,0.583333333,369000
141216,2,2,1180,900,400,2014,0.5,0.75,664950
141202,2,3,1260,900,320,2007,0.5,0.5,380000
141203,3,3,1490,902,270,2001,0.5,0.583333333,500000
141229,2,2,1180,904,400,2014,0.5,0.75,659000
140509,2,3,998,904,200,2007,0.5,0.5,324000
150304,3,3,1410,905,0,2014,0.5,0.666666667,529500
150318,3,3,1410,905,0,2014,0.5,0.666666667,529500
140529,3,2,1000,905,0,2006,0.5,0.583333333,305000
140623,2,3,1300,907,300,2006,0.5,0.583333333,562500
141016,3,1,1120,912,0,2011,0.5,0.5,310000
141002,2,2,1130,912,130,2006,0.5,0.583333333,375000
140626,2,3,1370,913,270,2006,0.5,0.583333333,390000
140711,3,3,1810,914,430,2008,0.5,0.583333333,450000
140822,2,3,1260,915,240,2007,0.5,0.583333333,282000
141120,2,3,1370,915,270,2006,0.5,0.583333333,388000
150222,2,3,1310,915,250,2007,0.5,0.5,365000
141120,2,2,1390,916,225,2007,0.5,0.583333333,625000
150421,2,2,830,920,0,2005,0.5,0.5,345000
150417,3,3,1580,920,0,2015,0.5,0.583333333,389950
141128,2,3,1230,922,150,2009,0.5,0.583333333,399950
150218,2,2,1090,923,0,2004,0.5,0.5,310000
140618,3,2,1430,923,20,2008,0.5,0.583333333,485000
150416,2,2,1060,925,80,2006,0.5,0.583333333,475000
150107,3,3,1590,926,0,2014,0.5,0.583333333,484950
150223,3,3,1590,926,0,2014,0.5,0.583333333,489950
140506,2,2,1230,929,210,2004,0.5,0.583333333,460000
140808,2,3,1590,929,530,2014,0.5,0.666666667,665000
140814,2,3,1550,930,490,2006,0.5,0.583333333,445000
140617,2,2,1230,932,210,2004,0.5,0.583333333,479000
141029,3,3,1180,932,0,2010,0.5,0.583333333,455000
150409,3,3,1680,934,0,2008,0.5,0.583333333,558000
141204,2,2,1050,934,90,2007,0.5,0.583333333,390000
140630,3,2,1090,934,0,2008,0.5,0.583333333,427500
140721,2,2,1140,936,200,2014,0.5,0.583333333,549900
141014,2,3,1720,936,690,2004,0.5,0.583333333,649000
140602,3,3,1495,936,90,2006,0.5,0.583333333,400000
140912,3,2,1070,937,0,2003,0.5,0.583333333,350000
141121,2,2,809,940,0,2003,0.5,0.5,219000
140722,2,2,1280,940,220,2006,0.5,0.583333333,350000
140701,3,3,1460,941,0,2006,0.5,0.583333333,337000
150401,3,3,1350,941,0,2007,0.5,0.666666667,874000
140726,2,3,1210,941,210,2002,0.5,0.583333333,350000
150319,3,4,1350,942,0,2008,0.5,0.5,304500
150206,3,4,1590,942,0,2008,0.5,0.5,293467
140627,3,4,1350,942,0,2008,0.5,0.5,288790
141006,2,2,1350,944,480,2004,0.5,0.666666667,439000
140827,2,3,1350,944,300,2007,0.5,0.583333333,388500
140804,3,3,1650,946,0,2014,0.5,0.583333333,619000
141121,3,2,1010,948,0,1999,0.5,0.583333333,387000
140619,3,3,1240,949,0,2008,0.5,0.583333333,543000
140609,3,2,1380,951,0,2006,0.5,0.666666667,552000
140825,3,4,1460,951,0,2008,0.5,0.583333333,580000
150220,3,3,1250,952,0,2008,0.5,0.583333333,205000
140617,3,2,1380,953,0,2006,0.5,0.666666667,549000
140812,3,3,1720,954,260,2006,0.5,0.583333333,589000
140930,2,2,1160,954,200,2014,0.5,0.583333333,555000
140904,2,3,1420,955,260,2004,0.5,0.583333333,362000
150407,3,3,1320,955,0,2009,0.5,0.5,285000
140728,2,4,1490,956,470,2005,0.5,0.5,507000
140508,2,2,1110,957,180,2005,0.5,0.583333333,499000
140519,3,2,1540,958,0,2007,0.5,0.666666667,640000
150330,2,3,1300,958,460,2011,0.5,0.5,330000
140522,3,3,1280,959,0,2005,0.5,0.583333333,355000
141103,2,3,1280,960,240,2014,0.5,0.666666667,549900
141125,3,2,1650,960,300,2015,0.5,0.583333333,559000
140815,3,3,1220,962,0,2014,0.5,0.583333333,500000
141229,2,3,1320,963,280,2007,0.5,0.5,255000
141113,2,2,893,965,0,2007,0.5,0.583333333,359950
140701,3,2,1540,965,0,2007,0.5,0.666666667,640000
140822,2,2,910,966,90,2006,0.5,0.583333333,455000
141202,2,3,1460,968,320,2003,0.5,0.5,443750
150512,3,3,1330,969,0,2007,0.5,0.5,325000
141021,2,2,1465,972,415,2006,0.5,0.5,489000
141226,2,3,1260,972,420,2008,0.5,0.583333333,353500
140908,3,3,1280,974,0,2003,0.5,0.5,281000
140515,2,3,1490,974,270,2009,0.5,0.5,312000
141113,3,2,1680,975,0,2009,0.5,0.666666667,840000
150209,2,2,1170,976,390,2010,0.5,0.666666667,530000
140827,2,3,1140,977,290,2008,0.5,0.5,268500
150511,3,2,1680,977,0,2009,0.5,0.666666667,935000
150205,3,0,1470,979,0,2006,0.5,0.583333333,380000
150218,2,3,1110,979,150,2008,0.5,0.5,365000
141006,2,3,1350,980,300,2007,0.5,0.583333333,397500
141031,3,2,1530,981,50,2006,0.5,0.583333333,520000
150424,2,2,1160,982,270,2006,0.5,0.5,284900
150213,3,3,1240,983,0,2009,0.5,0.583333333,318000
141208,2,3,1480,983,300,2013,0.5,0.583333333,315000
140725,3,3,1420,983,0,2006,0.5,0.583333333,500000
141215,2,3,1480,983,300,2013,0.5,0.583333333,312500
150506,2,2,1110,986,160,2009,0.5,0.5,252500
140522,2,2,1230,987,170,2011,0.5,0.5,380000
140722,2,2,1278,987,276,2007,0.5,0.5,358000
140911,3,2,1450,989,0,2014,0.5,0.666666667,680000
140505,3,3,1408,989,0,2005,0.5,0.583333333,416286
141215,3,2,1230,989,0,2007,0.5,0.583333333,356000
140903,3,3,1420,990,0,2008,0.5,0.583333333,467000
150401,2,3,1420,991,380,2005,0.5,0.583333333,615000
141114,3,3,1580,991,0,2009,0.5,0.666666667,727000
140918,2.5,3,1620,997,80,2010,0.5,0.583333333,425000
141210,2.5,3,1620,997,80,2012,0.5,0.583333333,450000
150403,2.5,3,1620,998,80,2012,0.5,0.583333333,461000
140505,2.5,3,1620,998,80,2010,0.5,0.583333333,415000
150324,2,2,1340,999,400,2008,0.5,0.583333333,407000
150224,2,2,960,1000,40,2008,0.5,0.583333333,450000
141007,3,3,1370,1001,0,2009,0.5,0.583333333,327000
140611,3,3,1430,1002,0,2002,0.5,0.583333333,349000
141203,3,3,1540,1005,0,2008,0.5,0.583333333,550000
150312,3,3,1540,1005,0,2008,0.5,0.583333333,565000
140703,1.5,2,1410,1005,510,2011,0.5,0.666666667,399900
150108,3,3,1370,1007,40,2009,0.5,0.583333333,524000
141021,2,2,1160,1010,160,2006,0.5,0.583333333,495000
150120,3,2,980,1010,0,2008,0.5,0.583333333,352500
140612,2,2,1170,1011,0,2009,0.5,0.5,336750
150407,3,3,1320,1012,0,2009,0.5,0.583333333,510000
150209,2,2,1530,1012,330,2005,0.5,0.583333333,450000
141122,3,2,980,1013,0,2008,0.5,0.583333333,334900
140801,3,3,1320,1014,0,2015,0.5,0.666666667,455000
140529,3,3,1360,1016,50,2003,0.5,0.5,535000
141010,3,3,1250,1017,0,2008,0.5,0.583333333,318000
140819,3,2,1520,1020,0,1999,0.5,0.5,307300
141008,3,3,1560,1020,0,2014,0.5,0.583333333,515000
150201,2,2,830,1020,0,2006,0.5,0.5,205000
141015,3,2,980,1020,0,2008,0.5,0.583333333,329000
140915,2,3,1460,1021,310,2006,0.5,0.583333333,570000
140805,2,3,1380,1021,220,2008,0.5,0.583333333,540000
141014,3,2,980,1021,0,2008,0.5,0.583333333,329900
150423,3,3,1190,1022,0,1998,0.5,0.583333333,350000
140703,3,3,1400,1022,0,2007,0.5,0.583333333,425000
150316,3,3,1640,1023,0,2014,0.5,0.583333333,645000
150504,2,2,1120,1024,0,1970,0.5,0.583333333,440000
140804,3,3,1480,1026,0,2014,0.5,0.583333333,580000
140507,3,2,1150,1027,0,2008,0.5,0.583333333,425000
140829,2,3,1445,1028,145,2005,0.5,0.5,366000
140701,2,2,1050,1029,100,2007,0.5,0.583333333,332888
141007,3,3,1160,1031,0,2008,0.5,0.583333333,459000
150116,3,3,1040,1032,0,2007,0.5,0.5,440000
140708,2,2,1210,1032,0,2014,0.5,0.583333333,357562
141015,2,2,1260,1032,90,2008,0.5,0.5,329950
140805,1,1,780,1033,0,1922,0.5,0.5,250000
150106,3,3,1250,1033,0,2007,0.5,0.583333333,344000
141002,3,2,1320,1034,0,1996,0.5,0.5,304000
140724,2,2,1180,1034,60,2001,0.5,0.5,410000
150415,2,2,830,1034,0,2009,0.5,0.583333333,345000
140702,2,3,1490,1036,400,2008,0.5,0.75,520000
140727,3,2,1220,1036,0,2006,0.5,0.5,286308
150416,3.5,2,1730,1037,0,2008,0.5,0.583333333,479000
150212,2,2,1120,1039,280,2007,0.5,0.5,380950
140616,2,2,1210,1040,0,2014,0.5,0.583333333,357186
140805,2,3,1360,1041,266,2006,0.5,0.583333333,399950
141023,2,3,1330,1042,270,2014,0.5,0.583333333,372000
141207,3,3,1540,1044,0,2014,0.5,0.583333333,549000
141203,2,2,1050,1046,90,2007,0.5,0.583333333,375000
150225,3,2,1020,1049,0,2008,0.5,0.583333333,450000
140520,2,3,1570,1050,0,1915,0.5,0.583333333,792000
150205,3,2,1340,1050,0,2009,0.5,0.583333333,360000
140910,2,2,1280,1051,200,2009,0.5,0.583333333,579000
140527,3,3,1296,1051,0,2009,0.5,0.583333333,399950
140701,2,3,1450,1053,510,2008,0.5,0.583333333,460000
141110,2,2,1240,1055,40,1967,0.5,0.583333333,277700
140822,3,3,1430,1056,0,2003,0.5,0.583333333,443600
150306,3,3,1620,1057,80,2009,0.5,0.583333333,450000
140715,3,2,1140,1058,0,2005,0.5,0.5,466000
150227,2,2,1230,1058,70,2008,0.5,0.5,325000
150130,2,2,690,1058,0,2005,0.5,0.5,245000
141024,3,3,1870,1058,490,2007,0.5,0.583333333,565000
140930,1,1,820,1060,60,2007,0.5,0.583333333,219500
140520,1,1,820,1060,60,2007,0.5,0.583333333,194000
140811,3,2,1076,1060,0,2006,0.5,0.5,290000
140508,3,2,1020,1060,0,2008,0.5,0.583333333,441750
140828,3,3,1620,1062,0,2014,0.5,0.583333333,490000
150325,2,3,1270,1062,210,2008,0.5,0.583333333,433000
140902,3,3,1330,1064,0,2004,0.5,0.583333333,375000
140904,2,2,1030,1066,265,2006,0.5,0.5,335000
141003,3,3,1270,1067,0,2009,0.5,0.583333333,325000
150203,2,3,1440,1068,280,2006,0.5,0.583333333,292500
150330,3,3,1140,1069,0,2005,0.5,0.583333333,399995
140801,2,3,1320,1071,240,2003,0.5,0.5,359000
150416,2,3,1310,1072,250,2008,0.5,0.583333333,514700
140602,2,2,1380,1073,240,2011,0.5,0.5,285000
150501,2,2,1160,1073,280,2007,0.5,0.5,405000
140606,2,2,1405,1073,265,2007,0.5,0.583333333,405000
150410,2,3,1160,1073,280,2007,0.5,0.5,402723
150402,3.5,3,1730,1074,0,2006,0.5,0.583333333,525000
141218,2,2,1000,1075,160,2007,0.5,0.5,303000
140707,3,3,1620,1075,80,2009,0.5,0.583333333,420000
141015,2,2,1020,1076,0,2008,0.5,0.5,325000
141015,2,3,1480,1077,180,2007,0.5,0.5,216650
141202,2,2,830,1077,0,2006,0.5,0.5,350000
141202,2,2,1230,1078,70,2008,0.5,0.5,325000
150417,2,3,1400,1078,460,2009,0.5,0.583333333,430100
140825,3,2,1170,1079,0,2003,0.5,0.5,459500
150507,2,3,1390,1080,250,2006,0.5,0.5,280000
150430,3,2,988,1080,0,2007,0.5,0.5,295000
140605,2,3,1390,1080,250,2006,0.5,0.5,275000
141015,3,3,1380,1081,0,2005,0.5,0.583333333,473000
150429,3,3,1280,1085,0,2004,0.5,0.583333333,533000
150420,2,2,1460,1085,510,2014,0.5,0.583333333,699999
140514,3,3,1220,1086,0,2007,0.5,0.583333333,306000
141110,2,2,1160,1086,270,2006,0.5,0.5,250000
140904,2,3,1445,1087,145,2005,0.5,0.5,355000
141027,2,2,1100,1088,350,2006,0.5,0.5,440000
150219,2,3,1070,1089,170,2009,0.5,0.5,386950
141027,3,3,1365,1090,50,2003,0.5,0.5,530000
150512,3,3,1660,1091,130,2015,0.5,0.666666667,729500
150418,2,3,1450,1091,250,2007,0.5,0.583333333,550000
141125,3,3,1400,1091,0,2007,0.5,0.583333333,419500
141022,3,3,1550,1092,160,2004,0.5,0.583333333,550000
140802,2,2,1000,1092,10,2004,0.5,0.5,163800
141201,2,2,1000,1092,10,2004,0.5,0.5,220000
140611,2,2,1295,1093,190,2007,0.5,0.666666667,487028
150331,3,2,1110,1095,130,2008,0.5,0.5,406000
141001,3,3,1230,1097,0,2009,0.5,0.583333333,440000
150210,2,3,1120,1100,300,2008,0.5,0.583333333,425000
150311,3,3,1740,1100,0,2007,0.5,0.583333333,590000
141205,2,2,1470,1101,130,2005,0.5,0.583333333,510000
141117,2,2,1240,1101,160,2009,0.5,0.583333333,403000
140626,3,3,1590,1102,0,2010,0.5,0.583333333,518500
141024,3,3,1260,1102,0,2007,0.5,0.583333333,445000
150129,3,3,1440,1102,0,2009,0.5,0.583333333,375000
150421,2,2,1160,1103,270,2006,0.5,0.5,275000
140612,3,3,1250,1103,0,2005,0.5,0.583333333,480000
140711,1,3,1170,1105,0,1965,0.5,0.5,370000
150427,2,2,1030,1106,265,2006,0.5,0.5,345000
140926,2,2,1230,1107,0,2006,0.5,0.583333333,360000
150318,2,2,1010,1107,300,2006,0.5,0.583333333,459000
141024,3,2,1100,1107,0,2008,0.5,0.583333333,420000
150501,3,2,1570,1108,0,2007,0.5,0.666666667,720000
140922,2,3,1340,1110,300,1999,0.5,0.5,360000
140619,2,3,950,1110,0,2003,0.5,0.583333333,475000
150312,2,3,1260,1111,0,2003,0.5,0.583333333,350000
141001,3,3,1290,1112,0,2008,0.5,0.5,305000
141222,3,3,1255,1113,0,2010,0.5,0.583333333,360000
150224,3,3,1590,1113,0,2014,0.5,0.583333333,609500
140826,3,3,1509,1114,0,2014,0.5,0.583333333,401500
150413,2,2,1100,1114,200,2009,0.5,0.583333333,574000
150415,3,3,1509,1114,0,2014,0.5,0.583333333,420000
141113,3,3,1240,1115,0,2003,0.5,0.583333333,340000
140718,2.5,3,1530,1116,0,2005,0.5,0.5,255000
141028,2,2,1140,1118,100,2009,0.5,0.5,247300
150331,2,2,1160,1118,140,2007,0.5,0.583333333,487000
140624,2,2,830,1119,0,2005,0.5,0.5,329445
150323,3,3,1500,1119,390,2008,0.5,0.5,605000
140812,2.5,2,1220,1120,110,2008,0.5,0.583333333,465000
150407,2,3,1800,1120,0,2011,0.5,0.583333333,391000
140618,3,3,1380,1120,0,2008,0.5,0.583333333,482000
140711,3,3,1380,1121,0,2008,0.5,0.583333333,475000
141103,2,2,790,1123,90,2003,0.5,0.583333333,365000
140919,3,3,1260,1125,0,2002,0.5,0.583333333,437500
140820,3,3,1510,1125,0,2006,0.5,0.583333333,530000
140813,3,3,1320,1125,0,2008,0.5,0.583333333,535000
140729,2,3,1260,1125,450,2011,0.5,0.5,249000
150126,3,3,1490,1126,0,2014,0.5,0.583333333,429000
150220,3,3,1108,1128,0,2009,0.5,0.5,369500
140515,3,3,1232,1130,0,2007,0.5,0.5,344000
140611,2,2,710,1131,0,1943,0.75,0.5,399950
141029,3,2,1260,1131,0,2006,0.5,0.583333333,452000
141216,3,3,1530,1131,0,2009,0.5,0.583333333,375000
140521,3,3,1530,1131,0,2009,0.5,0.583333333,360000
150406,2,2,1390,1132,260,2006,0.5,0.583333333,635000
141110,2,2,780,1133,0,2009,0.5,0.5,370000
140821,2,3,1260,1133,450,2011,0.5,0.5,255000
140609,2,2,710,1136,0,1943,0.75,0.5,403950
140903,3,2,1290,1137,0,2007,0.5,0.583333333,481000
140923,2,3,1190,1137,230,1999,0.5,0.5,475000
150401,3,2,1200,1137,0,2007,0.5,0.5,445000
141114,2,3,1090,1139,130,2009,0.5,0.583333333,335000
150514,2,2,1370,1140,290,2009,0.5,0.583333333,359000
150504,2,2,1370,1140,290,2009,0.5,0.583333333,369950
140807,2,2,1370,1140,290,2009,0.5,0.583333333,355000
141022,3,3,1358,1141,0,2007,0.5,0.5,280000
150113,3,2,1020,1146,0,2001,0.5,0.5,455000
140531,3,3,1760,1146,0,2014,0.5,0.666666667,615000
140718,2,2,1130,1148,330,2007,0.5,0.666666667,411000
140911,2,3,1190,1149,140,2008,0.5,0.583333333,400000
150505,2,2,1140,1149,200,2001,0.5,0.5,518000
150309,2,3,1110,1150,170,2007,0.5,0.583333333,190500
150305,2,3,1250,1150,170,2009,0.5,0.583333333,308000
140922,3,3,1340,1151,0,2008,0.5,0.5,349000
140722,3,3,1470,1152,0,2003,0.5,0.583333333,615000
141027,3,3,1290,1153,0,2008,0.5,0.5,331000
140715,3,3,1256,1154,0,2005,0.5,0.5,316750
140613,2,3,1070,1155,350,2005,0.5,0.5,330000
150427,3,2,1110,1155,130,2008,0.5,0.5,399000
141001,2,3,1700,1156,380,2002,0.5,0.666666667,585000
141217,3,3,1560,1156,0,2014,0.5,0.583333333,500000
140714,2,1,1010,1157,60,2007,0.5,0.583333333,200000
140528,2,2,880,1157,0,2007,0.5,0.5,210000
140825,2,2,1320,1157,330,2014,0.5,0.583333333,499000
140911,2,2,1320,1157,330,2014,0.5,0.583333333,499950
140610,2,2,710,1157,0,1943,0.75,0.5,399950
141229,2,2,1068,1158,0,1990,0.5,0.5,207000
140521,3,3,2020,1159,0,2000,0.5,0.583333333,720000
150226,3,3,2030,1160,60,2007,0.5,0.666666667,910000
150413,2,2,1210,1161,0,2014,0.5,0.583333333,395000
140513,2,3,1580,1161,570,2008,0.5,0.583333333,525000
141229,3,3,1320,1161,0,2010,0.5,0.583333333,345000
141008,3,3,1420,1162,0,2002,0.5,0.583333333,349950
141003,3,3,1480,1165,0,2006,0.5,0.583333333,520000
150504,2,2,880,1165,0,2005,0.5,0.583333333,360000
140731,2,3,1140,1165,0,2014,0.5,0.583333333,230000
150121,2,3,1630,1166,610,2013,0.5,0.583333333,541000
150316,3,3,1360,1167,0,2008,0.5,0.583333333,370000
150409,2,3,1340,1168,260,2002,0.5,0.583333333,370350
140521,2,3,1960,1168,360,2007,0.5,0.666666667,556000
141105,2,2,1440,1170,480,2004,0.5,0.666666667,435000
140506,3,3,1480,1171,0,2006,0.5,0.583333333,500000
140930,3,3,1620,1171,150,2008,0.5,0.583333333,580000
141020,2,2,1240,1172,240,2008,0.5,0.583333333,374950
141106,2,3,1210,1173,210,2002,0.5,0.583333333,343000
150128,2,2,1050,1173,330,2004,0.5,0.583333333,400000
140529,2,2,710,1173,0,1943,0.75,0.5,402000
140523,3,3,1620,1173,150,2008,0.5,0.583333333,580000
141016,2,3,1170,1174,330,2007,0.5,0.5,275000
140616,3,3,1212,1174,0,2004,0.5,0.5,340000
141023,2,3,1160,1174,370,2007,0.5,0.5,230000
141006,2,2,1500,1174,360,2014,0.5,0.583333333,529950
140505,2,2,1270,1175,160,2000,0.5,0.583333333,531000
150326,2,2,1250,1178,270,1996,0.5,0.5,340000
141028,2,3,1510,1178,450,2007,0.5,0.583333333,515000
140508,2,2,980,1179,0,2010,0.5,0.583333333,438000
150407,3,3,1425,1179,0,2008,0.5,0.583333333,467000
140502,3,3,1270,1180,0,2001,0.5,0.583333333,445700
140924,3,3,1381,1180,0,2007,0.5,0.583333333,360000
141103,3,3,1650,1180,0,2014,0.5,0.583333333,599000
150429,3,3,1460,1180,0,2006,0.5,0.583333333,437000
141203,3,3,1300,1180,0,2008,0.5,0.583333333,515000
140811,3,3,1650,1180,0,2014,0.5,0.583333333,599000
140711,3,2,1140,1181,0,2007,0.5,0.583333333,467000
141209,2,3,1290,1182,290,2006,0.5,0.583333333,525000
140603,3,2,1140,1182,0,2007,0.5,0.583333333,425000
140715,3,2,1090,1183,0,2008,0.5,0.583333333,306000
141020,2,2,1140,1184,130,1999,0.5,0.583333333,399950
141203,2,3,1060,1184,330,2006,0.5,0.5,346000
140523,3,3,1220,1186,0,2007,0.5,0.583333333,355000
140616,2,3,1350,1186,230,2007,0.5,0.583333333,468500
141202,3,3,1300,1187,0,2005,0.5,0.583333333,505500
150425,2,3,1280,1187,200,2008,0.5,0.583333333,539000
150202,3,2,1000,1188,0,2005,0.5,0.583333333,424950
140923,3,4,1670,1189,243,2000,0.5,0.583333333,582000
141004,2,2,1210,1189,0,2014,0.5,0.583333333,351358
150324,2,3,1350,1189,270,2007,0.5,0.5,270000
140822,3,2,1110,1189,0,2000,0.5,0.583333333,371000
140604,3,3,1420,1189,0,2006,0.5,0.583333333,455000
140623,2,3,1420,1192,280,2008,0.5,0.583333333,345000
141211,2,3,1480,1192,300,2013,0.5,0.583333333,320000
150403,3,3,1370,1193,0,2003,0.5,0.583333333,560000
141113,2,3,1710,1193,570,2014,0.5,0.666666667,685000
141222,2,3,1150,1193,130,2006,0.5,0.583333333,436000
141217,3,2,1320,1194,0,2001,0.5,0.5,430000
140818,3,3,1370,1194,0,2004,0.5,0.583333333,469000
141016,3,3,1370,1194,0,2005,0.5,0.583333333,460000
150501,2,3,1150,1194,130,2006,0.5,0.583333333,452950
150203,2,2,800,1196,0,2003,0.5,0.583333333,280000
150203,3,3,1358,1196,0,2007,0.5,0.5,311600
140508,3,3,1410,1197,0,2012,0.5,0.583333333,500000
150427,2,3,1330,1198,250,2007,0.5,0.583333333,325000
150327,2,3,1690,1200,280,2013,0.5,0.583333333,409900
140906,3,2,1110,1200,0,2000,0.5,0.583333333,320000
140804,2,2,800,1200,0,1999,0.5,0.5,269500
140612,2,2,1070,1200,0,1999,0.5,0.5,312500
140520,3,3,1210,1200,0,2008,0.5,0.583333333,500000
141229,2,3,1690,1200,280,2014,0.5,0.583333333,336900
140806,3,3,1330,1200,0,2002,0.5,0.5,300000
150326,3,3,1460,1200,0,2006,0.5,0.583333333,427005
